"country","region","region_orig","regionhash","speciescode","speciesname","assessment_speciescode","assessment_speciesname","tax_group","presence","annex_II_priority","annex_II","annex_IV","annex_V","comments_annex_II","comments_annex_IV","comments_annex_V"
"IT","CON","CON","3e85d164fa6dec0dbae71765c763e8a9",1352,"Canis lupus",1352,"Canis lupus","Mammals","1","Y","Y","Y","N","Annex II : except the Estonian population ; Greek populations : only south of the 39th parallel ; Spanish populations : only those south of the Duero ; Latvian, Lithuanian and Finnish populations","Annex IV : except the Greek populations north of the 39th parallel ; Estonian populations, Spanish populations north of the Duero ; Bulgarian, Latvian, Lithuanian, Polish, Slovak populations and Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management","Annex V : Spanish populations north of the Duero, Greek populations north of the 39th parallel, Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management, Bulgarian, Latvian, Lithuanian, Estonian, Polish and Slovak populations"
"BG","BLS","BLS","3eaf1451a8d0010c3b9a2953f18308a0",2489,"Huso huso",2489,"Huso huso","Fish","1","N","N","N","Y-HTL","","",""
"ES","ALP","ALP","3ef742693e714a88c09f138a08ebba10",1328,"Nyctalus lasiopterus",1328,"Nyctalus lasiopterus","Mammals","1","N","N","Y-HTL","N","","",""
"PT","ATL","ATL","",1582,"Thymelaea broterana",1582,"Thymelaea broterana","Vascular plants","MAR","N","N","Y","N","","",""
"FR","MED","MED","3f7179cae22d546394060bcc340b2a24",1041,"Oxygastra curtisii",1041,"Oxygastra curtisii","Arthropods","1","N","Y","Y","N","","",""
"BG","ALP","ALP","3f9163d8e47eae72ec786d4e1a645633",1248,"Podarcis taurica",1248,"Podarcis taurica","Reptiles","1","N","N","Y","N","","",""
"SE","CON","CON","3fb7943befe142ae996faf2198e5a909",1188,"Bombina bombina",1188,"Bombina bombina","Amphibians","1","N","Y","Y","N","","",""
"BG","BLS","BLS","3fbe4795bd28a6747c2d487a9d80fc16",1324,"Myotis myotis",1324,"Myotis myotis","Mammals","1","N","Y","Y","N","","",""
"SE","BOR","BOR","3fbeab6f2fb52e2e933a9ed3f8718846",1261,"Lacerta agilis",1261,"Lacerta agilis","Reptiles","1","N","N","Y","N","","",""
"IT","CON","CON","3feeeb214b7b2a306a6fe2be19fa1cbe",1323,"Myotis bechsteinii",1323,"Myotis bechsteinii","Mammals","1","N","Y","Y","N","","",""
"FR","CON","CON","4003dae136bc2eec4c50a6720ec44485",4011,"Bolbelasmus unicornis",4011,"Bolbelasmus unicornis","Arthropods","SR","N","Y","Y","N","","",""
"FR","CON","CON","403d2c66590c01687b78c112d3977411",1096,"Lampetra planeri",1096,"Lampetra planeri","Fish","1","N","Y","N","N","Annex II : except the Estonian, Finnish, and Swedish populations","",""
"SE","BOR","BOR","406702cf9056c9c6b71af167e0579052",1130,"Aspius aspius",1130,"Aspius aspius","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"SK","ALP","ALP","410052a15b574e5a2663be95f67595f6",4011,"Bolbelasmus unicornis",4011,"Bolbelasmus unicornis","Arthropods","1","N","Y","Y","N","","",""
"SE","CON","CON","4111acc93596101078aadcde705ed12e",5191,"Lycopodiella inundata",1413,"Lycopodium spp.","Vascular plants","OP","N","N","N","Y-CTC","","",""
"BG","BLS","BLS","4111bc723d93c7da1d1eb6b88b612494",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"RO","STE","STE","419c64eb63ef413d6c4f13b16b6c4367",4125,"Alosa immaculata",4125,"Alosa immaculata","Fish","1","N","Y","N","Y-HTL","","",""
"HU","PAN","PAN","41af6574f905164b1c18a700bcf7d036",1903,"Liparis loeselii",1903,"Liparis loeselii","Vascular plants","1","N","Y","Y","N","","",""
"AT","CON","CON","41d85ff4d765e925be4aea032c6d1be8",4104,"Himantoglossum adriaticum",4104,"Himantoglossum adriaticum","Vascular plants","1","N","Y","Y","N","","",""
"SE","BOR","BOR","41e225ed5d0501050977557da1c90b8e",1322,"Myotis nattereri",1322,"Myotis nattereri","Mammals","1","N","N","Y-HTL","N","","",""
"DK","MATL","MATL","41f3954ae2247cb7f2ddb40da3e9cb01",1351,"Phocoena phocoena",1351,"Phocoena phocoena","Mammals","1","N","Y","Y","N","","",""
"DE","ALP","ALP","420bd40f24a4564eed44f32ee34eb35d",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"SE","BOR","BOR","421e2b8455b0ee354d763aa6663872b3",1358,"Mustela putorius",1358,"Mustela putorius","Mammals","1","N","N","N","Y","","",""
"DE","ATL","ATL","422d66fa2714df29565e24e472ba6838",1363,"Felis silvestris",1363,"Felis silvestris","Mammals","1","N","N","Y","N","","",""
"SI","CON","CON","42399e3b4e679ac0d7d5814a6d522927",1714,"Euphrasia marchesettii",1714,"Euphrasia marchesettii","Vascular plants","1","N","Y","Y","N","","",""
"CZ","PAN","PAN","423de1b67ed345eb269bc2e308aca66a",5003,"Myotis alcathoe",5003,"Myotis alcathoe","Mammals","1","N","N","Y-HTL","N","","",""
"SE","BOR","BOR","42513ee390ea4e32ae3cf0805320ad42",1106,"Salmo salar",1106,"Salmo salar","Fish","1","N","Y","N","Y","Annex II : except the Finnish populations","",""
"SE","BOR","BOR","427cd2bb402a05c23e9df7da31df8137",1960,"Hippuris tetraphylla",1960,"Hippuris tetraphylla","Vascular plants","1","N","Y","Y","N","","",""
"SI","CON","CON","428cdc5e01959b725a83136544970d1c",1212,"Rana ridibunda",1212,"Rana ridibunda","Amphibians","1","N","N","N","Y","","",""
"SE","BOR","BOR","42acfb91b1040a755b74a2b8248e5600",1334,"Lepus timidus",1334,"Lepus timidus","Mammals","1","N","N","N","Y","","",""
"BE","ATL","ATL","430d2fe2ed66fbedebc628a344366141",1614,"Apium repens",1614,"Apium repens","Vascular plants","1","N","Y","Y","N","","",""
"SI","ALP","ALP","432917028b36cb648c6f82e8c4ba6cd0",1330,"Myotis mystacinus",1330,"Myotis mystacinus","Mammals","1","N","N","Y-HTL","N","","",""
"BE","CON","CON","432972cca49baacd16b050b32e3a9cac",1042,"Leucorrhinia pectoralis",1042,"Leucorrhinia pectoralis","Arthropods","ARR","N","Y","Y","N","","",""
"ES","MED","MED","434b474380cdd2f039096cc9f961db25",1337,"Castor fiber",1337,"Castor fiber","Mammals","SR","N","Y","Y","N","Annex II : except the Estonian, Latvian, Lithuanian, Finnish and Swedish populations","Annex IV : except the Estonian, Latvian, Lithuanian, Polish, Finnish and Swedish, populations","Annex V : Finnish, Swedish, Latvian, Lithuanian, Estonian and Polish populations"
"SI","CON","CON","435b49e8c9386ec91f3e02f368a7b0c7",2011,"Umbra krameri",2011,"Umbra krameri","Fish","1","N","Y","N","N","","",""
"SE","ALP","ALP","43e7caad99dfd6c36d99d293b90f6c17",1343,"Sicista betulina",1343,"Sicista betulina","Mammals","1","N","N","Y","N","","",""
"IE","MATL","MATL","43ff56e7a378e0771beae6968eb80156",2028,"Pseudorca crassidens",2028,"Pseudorca crassidens","Mammals","OCC","N","N","Y-HTL","N","","",""
"ES","MED","MED","441f47aba162a2269fafffa7a3ee46c2",1866,"Galanthus nivalis",1866,"Galanthus nivalis","Vascular plants","1","N","N","N","Y","","",""
"AT","ALP","ALP","442c2df3a11ad3616b743d730fa3ac76",1131,"Leuciscus souffia",1131,"Leuciscus souffia","Fish","1","N","Y","N","N","","",""
"SK","ALP","ALP","444bfd42245372e855ee8bc47ea46ad2",1337,"Castor fiber",1337,"Castor fiber","Mammals","1","N","Y","Y","N","Annex II : except the Estonian, Latvian, Lithuanian, Finnish and Swedish populations","Annex IV : except the Estonian, Latvian, Lithuanian, Polish, Finnish and Swedish, populations","Annex V : Finnish, Swedish, Latvian, Lithuanian, Estonian and Polish populations"
"NL","ATL","ATL","4450c80eb19ea6f6cd76336c142d1886",1304,"Rhinolophus ferrumequinum",1304,"Rhinolophus ferrumequinum","Mammals","OCC","N","Y","Y","N","","",""
"SE","CON","CON","4451d31cdcfe2b957c68f4bdc910151f",5003,"Myotis alcathoe",5003,"Myotis alcathoe","Mammals","1","N","N","Y-HTL","N","","",""
"IT","MED","MED","448b295109d719814fe47645c0781da4",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"PL","ALP","ALP","44af14d09fb023e4cf9490f6f14207e6",1058,"Maculinea arion",1058,"Maculinea arion","Arthropods","1","N","N","Y","N","","",""
"RO","CON","CON","44be441d9a4bafd5e1e11b3987dd53af",2170,"Ferula sadleriana",2170,"Ferula sadleriana","Vascular plants","1","Y","Y","Y","N","","",""
"RO","ALP","ALP","45059da2f37ca93b427af38853884930",1339,"Cricetus cricetus",1339,"Cricetus cricetus","Mammals","1","N","N","Y","N","","Annex IV : except the Hungarian populations","Annex V : Hungarian populations"
"FR","ALP","ALP","452055d19132b0d04751e254dab8ef19",1355,"Lutra lutra",1355,"Lutra lutra","Mammals","1","N","Y","Y","N","","",""
"LT","BOR","BOR","4543dd39795e201ae5cb799197da845c",1320,"Myotis brandtii",1320,"Myotis brandtii","Mammals","1","N","N","Y-HTL","N","","",""
"PL","CON","CON","4595fe49dcfd58762752b7bed1589f11",1393,"Drepanocladus vernicosus",1393,"Drepanocladus vernicosus","Non-vascular plants","1","N","Y","N","N","","",""
"UK","ATL","ATL","45c3c683cd5ad016df5dcb41201a55fe",1044,"Coenagrion mercuriale",1044,"Coenagrion mercuriale","Arthropods","1","N","Y","N","N","","",""
"SK","ALP","ALP","4637b4f58c4dde82d0d596b4d3efd93f",4018,"Duvalius hungaricus",4018,"Duvalius hungaricus","Arthropods","1","N","Y","Y","N","","",""
"DE","ALP","ALP","4647597301c9f3d0f46914f8985d8f2b",1044,"Coenagrion mercuriale",1044,"Coenagrion mercuriale","Arthropods","1","N","Y","N","N","","",""
"CZ","PAN","PAN","46595218ab0d2198a72f869e8226d2cc",1040,"Stylurus flavipes",1040,"Stylurus flavipes","Arthropods","1","N","N","Y","N","","",""
"SE","ALP","ALP","468b57ad429db2fd1c9ac28909eb73aa",4038,"Lycaena helle",4038,"Lycaena helle","Arthropods","1","N","Y","Y","N","","",""
"SE","CON","CON","46a7353a6b701b4158434c3b69929a6b",1974,"Senecio jacobaea ssp. gotlandicus",1974,"Senecio jacobaea ssp. gotlandicus","Vascular plants","1","N","Y","Y","N","","",""
"SK","PAN","PAN","46e3322cf3b418ccdb562d4cf84c2dd5",1352,"Canis lupus",1352,"Canis lupus","Mammals","1","Y","Y","N","Y","Annex II : except the Estonian population ; Greek populations : only south of the 39th parallel ; Spanish populations : only those south of the Duero ; Latvian, Lithuanian and Finnish populations","Annex IV : except the Greek populations north of the 39th parallel ; Estonian populations, Spanish populations north of the Duero ; Bulgarian, Latvian, Lithuanian, Polish, Slovak populations and Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management","Annex V : Spanish populations north of the Duero, Greek populations north of the 39th parallel, Finnish populations within the reindeer management area as defined in paragraph 2 of the Finnish Act No 848/90 of 14 September 1990 on reindeer management, Bulgarian, Latvian, Lithuanian, Estonian, Polish and Slovak populations"
"UK","ATL","ATL","471d90af61c0a3f9da5f698bc388037e",2016,"Pipistrellus kuhlii",2016,"Pipistrellus kuhlii","Mammals","OCC","N","N","Y-HTL","N","","",""
"ES","ATL","ATL","474f78ec1fb4432dc53691faf761a215",5365,"Hypsugo savii",5365,"Hypsugo savii","Mammals","1","N","N","Y-HTL","N","","",""
"DE","ATL","ATL","477b2c574daf4d0a935e4efa672331b6",1318,"Myotis dasycneme",1318,"Myotis dasycneme","Mammals","1","N","Y","Y","N","","",""
"FR","MATL","MATL","47b6cb89bd6e492dad4656b08b1cb450",1227,"Chelonia mydas",1227,"Chelonia mydas","Reptiles","1","Y","Y","Y","N","","",""
"LV","BOR","BOR","47b76803b29290cf126f16f1786f0592",1096,"Lampetra planeri",1096,"Lampetra planeri","Fish","1","N","Y","N","N","Annex II : except the Estonian, Finnish, and Swedish populations","",""
"SE","CON","CON","47e951926d4f9296dc0f026acdf8794e",1330,"Myotis mystacinus",1330,"Myotis mystacinus","Mammals","1","N","N","Y-HTL","N","","",""
"ES","ALP","ALP","481271189399bfd9bd0706ee7001487b",1370,"Capra pyrenaica pyrenaica",1370,"Capra pyrenaica pyrenaica","Mammals","EX_GLOBAL","Y","Y","Y","N","","",""
"SE","BOR","BOR","4841e76b4d196cb1f86259b36e2784c0",1207,"Rana lessonae",1207,"Rana lessonae","Amphibians","1","N","N","Y","N","","",""
"SK","ALP","ALP","489fce4f574a6052efb467a98c98dd44",4030,"Colias myrmidone",4030,"Colias myrmidone","Arthropods","1","N","Y","Y","N","","",""
"RO","STE","STE","4911877fdf421410dabca10f3530c26b",1283,"Coronella austriaca",1283,"Coronella austriaca","Reptiles","1","N","N","Y","N","","",""
"HU","PAN","PAN","4981514b395fa49ddcb406aa956122b7",4012,"Carabus hampei",4012,"Carabus hampei","Arthropods","1","N","Y","Y","N","","",""
"ES","MATL","MATL","49a64fc12b6921cffbe7879fc217234b",1349,"Tursiops truncatus",1349,"Tursiops truncatus","Mammals","1","N","Y","Y","N","","",""
"IT","MED","MED","49b1c9d747e4c7ec856775f03891f90f",1400,"Leucobryum glaucum",1400,"Leucobryum glaucum","Non-vascular plants","1","N","N","N","Y","","",""
"SE","CON","CON","49bff0280282339c62637b68c9f6b6f9",1383,"Dichelyma capillaceum",1383,"Dichelyma capillaceum","Non-vascular plants","1","N","Y","N","N","","",""
"CZ","CON","CON","4a187491e39a04d1e1ff64da4e4c1923",1342,"Dryomys nitedula",1342,"Dryomys nitedula","Mammals","1","N","N","Y-HTL","N","","",""
"ES","MED","MED","4a6dd7003bb433ffb72e99048e1d99dd",1456,"Petrocoptis grandiflora",1456,"Petrocoptis grandiflora","Vascular plants","1","N","Y","Y","N","","",""
"IT","ALP","ALP","4a8b7a962f33045c88bf6ad69ac41a95",1220,"Emys orbicularis",1220,"Emys orbicularis","Reptiles","1","N","Y","Y","N","","",""
"CZ","CON","CON","4ab3ca4ba768ae821436eb81b5a3823c",6158,"Gobio vladykovi",6158,"Gobio vladykovi","Fish","1","N","Y-CTC","N","N","","",""
"SE","BOR","BOR","4ac8fc976a16932ae33e20e83bceb5d1",1394,"Scapania massalongii",1394,"Scapania massalongii","Non-vascular plants","1","N","Y","N","N","","",""
"BG","CON","CON","4b077107e996463126bcd39dd5b80ae3",1283,"Coronella austriaca",1283,"Coronella austriaca","Reptiles","1","N","N","Y","N","","",""
"SI","ALP","ALP","4b0e5b74082eb436527a32cc1a4a37ca",2484,"Eudontomyzon mariae",2484,"Eudontomyzon mariae","Fish","1","N","Y-HTL","N","N","","",""
"PT","MAC","MAC","4b760df49d8956c6d35201562a2c5e7e",1537,"Chamaemeles coriacea",1537,"Chamaemeles coriacea","Vascular plants","1","Y","Y","Y","N","","",""
"RO","BLS","BLS","4bde0239345217711db90e53663bcb73",2011,"Umbra krameri",2011,"Umbra krameri","Fish","1","N","Y","N","N","","",""
"RO","PAN","PAN","4bf6c57d6e46fae949fdcdddec9be4b8",1193,"Bombina variegata",1193,"Bombina variegata","Amphibians","1","N","Y","Y","N","","",""
"SE","BOR","BOR","4bfdc7bfe0b027452a23736dcd32bad7",1928,"Xyletinus tremulicola",1928,"Xyletinus tremulicola","Arthropods","1","N","Y","N","N","","",""
"SE","ALP","ALP","4c52a83b186d1fb5211b4ebd5c6ea741",1386,"Buxbaumia viridis",1386,"Buxbaumia viridis","Non-vascular plants","OCC","N","Y","N","N","","",""
"SE","CON","CON","4c9eb653f281c8d4c919bc76d2c15c71",1493,"Sisymbrium supinum",1493,"Sisymbrium supinum","Vascular plants","1","N","Y","Y","N","","",""
"SK","ALP","ALP","4ca76237851a5666e04075094f9e844c",1037,"Ophiogomphus cecilia",1037,"Ophiogomphus cecilia","Arthropods","1","N","Y","Y","N","","",""
"LU","CON","CON","4ca7948d6baf0aa185d5b1a65c0c36df",1332,"Vespertilio murinus",1332,"Vespertilio murinus","Mammals","OCC","N","N","Y-HTL","N","","",""
"FI","ALP","ALP","4cb81bac9b323c78130abf40ceb97570",1357,"Martes martes",1357,"Martes martes","Mammals","1","N","N","N","Y","","",""
"NL","ATL","ATL","4cc56e10da78e746f9513adabcbde1f4",1082,"Graphoderus bilineatus",1082,"Graphoderus bilineatus","Arthropods","1","N","Y","Y","N","","",""
"SE","BOR","BOR","4cfbd26e36c605d6315eb614af1316ae",1925,"Pytho kolwensis",1925,"Pytho kolwensis","Arthropods","1","N","Y","Y","N","","",""
"ES","MED","MED","4d3198794a6ae803be65d5af2281f5d5",1400,"Leucobryum glaucum",1400,"Leucobryum glaucum","Non-vascular plants","1","N","N","N","Y","","",""
"SI","CON","CON","4d67585289b4633e832c228171ef1a6f",1428,"Marsilea quadrifolia",1428,"Marsilea quadrifolia","Vascular plants","1","N","Y","Y","N","","",""
"AT","ALP","ALP","4d809d863ea93f932246665867336e87",5012,"Plecotus macrobullaris",5012,"Plecotus macrobullaris","Mammals","1","N","N","Y-HTL","N","","",""
"RO","PAN","PAN","4e6f3ecdaca39b8090cf0efaf8b53b8c",1124,"Gobio albipinnatus",6158,"Gobio vladykovi","Fish","1","N","Y","N","N","","",""
"IT","ALP","ALP","4e926f6555597ef7aa8edfe35e4647b0",1379,"Mannia triandra",1379,"Mannia triandra","Non-vascular plants","1","N","Y","N","N","","",""
"SE","CON","CON","4eaf0e1ce57c39b7dfb71f681063c74e",1946,"Artemisia oelandica",1946,"Artemisia oelandica","Vascular plants","1","N","Y","Y","N","","",""
"FR","CON","CON","4f010b26fabf61189b84adf36de6889b",1284,"Coluber viridiflavus",1284,"Coluber viridiflavus","Reptiles","1","N","N","Y","N","","",""
"SE","ALP","ALP","4f299cbc24af44c222e60d38b41f8cbb",1930,"Agriades glandon aquilo",1930,"Agriades glandon aquilo","Arthropods","1","N","Y","N","N","","",""
"RO","ALP","ALP","4f39ed4a475caefe6b47fdaa769b5188",1295,"Vipera ammodytes",1295,"Vipera ammodytes","Reptiles","1","N","N","Y","N","","",""
"BE","ATL","ATL","4f4db02db1325fb49ae090e0e1ea4e26",1078,"Callimorpha quadripunctaria",1078,"Callimorpha quadripunctaria","Arthropods","1","Y","Y","N","N","","",""
"FR","MED","MED","4f61542ffadbff12e3aa6858aebe006b",1307,"Myotis blythii",1307,"Myotis blythii","Mammals","1","N","Y","Y","N","","",""
"NL","MATL","MATL","4f6201624a42423109af12e4970e9286",2640,"Phoca hispida",2640,"Phoca hispida","Mammals","OCC","N","N","N","Y-HTL","","",""
"SE","BOR","BOR","4fb2a005bc490e2a373ea58707ef108d",5107,"Lycopodium zeilleri",1413,"Lycopodium spp.","Vascular plants","OP","N","N","N","Y-HTL","","",""
"SI","ALP","ALP","4fc3ba5971f9987597283b6fa324d1be",1409,"Sphagnum spp.",1409,"Sphagnum spp.","Non-vascular plants","1","N","N","N","Y","","",""
"LT","BOR","BOR","4fdd515e78058c69de3ab8ae18bc83be",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"SE","CON","CON","4ff173be1ba26793e58351563f771082",5009,"Pipistrellus pygmaeus",5009,"Pipistrellus pygmaeus","Mammals","1","N","N","Y-HTL","N","","",""
"SE","BOR","BOR","50231ab8180e382aea6003544986f32d",1413,"Lycopodium spp.",1413,"Lycopodium spp.","Vascular plants","1","N","N","N","Y","","",""
"RO","ALP","ALP","506ab0776edae851399cf7cab09e4fca",1016,"Vertigo moulinsiana",1016,"Vertigo moulinsiana","Molluscs","1","N","Y","N","N","","",""
"PT","ATL","ATL","506fa00faab7b25821895becf915ca29",1220,"Emys orbicularis",1220,"Emys orbicularis","Reptiles","1","N","Y","Y","N","","",""
"UK","ATL","ATL","50e15bd055c584df5e759e3c2f37b595",1303,"Rhinolophus hipposideros",1303,"Rhinolophus hipposideros","Mammals","1","N","Y","Y","N","","",""
"AT","ALP","ALP","5131068e13840b1cf757407b450af61d",1331,"Nyctalus leisleri",1331,"Nyctalus leisleri","Mammals","1","N","N","Y-HTL","N","","",""
"SK","ALP","ALP","51348d51ed5108c7a7bb632a9f41493e",4055,"Stenobothrus eurasius",4055,"Stenobothrus eurasius","Arthropods","1","N","Y","Y","N","","",""
"SK","PAN","PAN","5153a22a493505a14ce97a12ad914086",1082,"Graphoderus bilineatus",1082,"Graphoderus bilineatus","Arthropods","1","N","Y","Y","N","","",""
"SE","BOR","BOR","51d9efa068db806bdab85760152a5c24",1762,"Arnica montana",1762,"Arnica montana","Vascular plants","1","N","N","N","Y","","",""
"EE","BOR","BOR","51fb1fb57831d428c5c2a0c1827e8e97",1393,"Drepanocladus vernicosus",1393,"Drepanocladus vernicosus","Non-vascular plants","1","N","Y","N","N","","",""
"FR","CON","CON","51fc0f029d524b092124a9275fb0cbbb",1145,"Misgurnus fossilis",1145,"Misgurnus fossilis","Fish","1","N","Y","N","N","","",""
"PT","MED","MED","52053c821505566fccb348f24d8cdd7c",1390,"Marsupella profunda",1390,"Marsupella profunda","Non-vascular plants","1","Y","Y","N","N","","",""
"FI","BOR","BOR","5235915a467359dd56eeb0f668fb8b42",1327,"Eptesicus serotinus",1327,"Eptesicus serotinus","Mammals","OCC","N","N","Y-HTL","N","","",""
"SE","CON","CON","524f9dd87f41351502134b7727a95331",1034,"Hirudo medicinalis",1034,"Hirudo medicinalis","Other invertebrates","1","N","N","N","Y","","",""
"PL","CON","CON","5254524a938cf680b3cfa90c6361a860",1016,"Vertigo moulinsiana",1016,"Vertigo moulinsiana","Molluscs","1","N","Y","N","N","","",""
"IT","CON","CON","526c2db8404797bf153707e688e479bd",1026,"Helix pomatia",1026,"Helix pomatia","Molluscs","1","N","N","N","Y","","",""
"SE","BOR","BOR","52991e4ff5796a3d21548104c8c8cee9",1038,"Leucorrhinia albifrons",1038,"Leucorrhinia albifrons","Arthropods","1","N","N","Y","N","","",""
"DE","ATL","ATL","52b2a578cfa6f6436c76eb8a790b212e",1203,"Hyla arborea",1203,"Hyla arborea","Amphibians","1","N","N","Y","N","","",""
"IT","MED","MED","",1163,"Cottus gobio",1163,"Cottus gobio","Fish","MAR","N","Y","N","N","Annex II : except the Finnish populations","",""
"SI","CON","CON","52f8d88856c8571cc75c90a032625546",1122,"Gobio uranoscopus",1122,"Gobio uranoscopus","Fish","1","N","Y","N","N","","",""
"ES","ATL","ATL","53036c12153578bbf2f8dbd5b470de41",1733,"Veronica micrantha",1733,"Veronica micrantha","Vascular plants","1","N","Y","Y","N","","",""
